モノ,単語,原形,品詞,依存関係,親
湯煎,ボウル,ボウル,NOUN,obj,拭く
湯煎,を,を,ADP,case,ボウル
湯煎,拭く,拭く,VERB,ROOT,拭く
湯煎,鍋,鍋,NOUN,obj,拭く
湯煎,を,を,ADP,case,鍋
湯煎,拭く,拭く,VERB,ROOT,拭く
湯煎,鍋,鍋,NOUN,obj,動かす
湯煎,を,を,ADP,case,鍋
湯煎,動かす,動かす,VERB,ROOT,動かす
湯煎,作業,作業,NOUN,compound,台
湯煎,台,台,NOUN,obj,片付ける
湯煎,を,を,ADP,case,台
湯煎,片付ける,片付ける,VERB,ROOT,片付ける
湯煎,手,手,NOUN,obj,拭く
湯煎,を,を,ADP,case,手
湯煎,拭く,拭く,VERB,ROOT,拭く
湯煎,鍋つかみ,鍋つかみ,NOUN,obj,使う
湯煎,を,を,ADP,case,鍋つかみ
湯煎,使う,使う,VERB,ROOT,使う
湯煎,レシピ,レシピ,NOUN,obj,見直す
湯煎,を,を,ADP,case,レシピ
湯煎,見直す,見直す,VERB,ROOT,見直す
湯煎,時間,時間,NOUN,obj,計る
湯煎,を,を,ADP,case,時間
湯煎,計る,計る,VERB,ROOT,計る
湯煎,温度計,温度計,NOUN,obj,確認
湯煎,を,を,ADP,case,温度計
湯煎,確認,確認,VERB,ROOT,確認
湯煎,する,する,AUX,aux,確認
湯煎,鍋,鍋,NOUN,nmod,位置
湯煎,の,の,ADP,case,鍋
湯煎,位置,位置,NOUN,obj,直す
湯煎,を,を,ADP,case,位置
湯煎,直す,直す,VERB,ROOT,直す
湯煎,鍋,鍋,NOUN,nmod,水
湯煎,の,の,ADP,case,鍋
湯煎,水,水,NOUN,nsubj,溢れる
湯煎,が,が,ADP,case,水
湯煎,溢れる,溢れる,VERB,ROOT,溢れる
湯煎,材料,材料,NOUN,nsubj,焦げる
湯煎,が,が,ADP,case,材料
湯煎,焦げる,焦げる,NOUN,ROOT,焦げる
湯煎,鍋,鍋,NOUN,nsubj,焦げる
湯煎,が,が,ADP,case,鍋
湯煎,焦げる,焦げる,NOUN,ROOT,焦げる
湯煎,火加減,火加減,NOUN,obj,間違える
湯煎,を,を,ADP,case,火加減
湯煎,間違える,間違える,VERB,ROOT,間違える
湯煎,ボウル,ボウル,NOUN,nsubj,割れる
湯煎,が,が,ADP,case,ボウル
湯煎,割れる,割れる,ADJ,ROOT,割れる
湯煎,鍋,鍋,NOUN,nsubj,傾く
湯煎,が,が,ADP,case,鍋
湯煎,傾く,傾く,VERB,ROOT,傾く
湯煎,材料,材料,NOUN,nsubj,飛び散る
湯煎,が,が,ADP,case,材料
湯煎,飛び散る,飛び散る,VERB,ROOT,飛び散る
湯煎,鍋,鍋,NOUN,nsubj,倒れる
湯煎,が,が,ADP,case,鍋
湯煎,倒れる,倒れる,VERB,ROOT,倒れる
湯煎,手,手,NOUN,obj,火傷
湯煎,を,を,ADP,case,手
湯煎,火傷,火傷,VERB,ROOT,火傷
湯煎,する,する,AUX,aux,火傷
湯煎,材料,材料,NOUN,nsubj,溢れる
湯煎,が,が,ADP,case,材料
湯煎,溢れる,溢れる,VERB,ROOT,溢れる
湯煎,鍋,鍋,NOUN,nsubj,割れる
湯煎,が,が,ADP,case,鍋
湯煎,割れる,割れる,ADJ,ROOT,割れる
湯煎,ボウル,ボウル,NOUN,nsubj,落ちる
湯煎,が,が,ADP,case,ボウル
湯煎,落ちる,落ちる,VERB,ROOT,落ちる
湯煎,温度計,温度計,NOUN,nsubj,壊れる
湯煎,が,が,ADP,case,温度計
湯煎,壊れる,壊れる,VERB,ROOT,壊れる
湯煎,火,火,NOUN,nsubj,強
湯煎,が,が,ADP,case,火
湯煎,強,強い,ADJ,ROOT,強
湯煎,すぎる,すぎる,VERB,advcl,強
湯煎,材料,材料,NOUN,nsubj,固まる
湯煎,が,が,ADP,case,材料
湯煎,固まる,固まる,VERB,ROOT,固まる
湯煎,鍋,鍋,NOUN,nsubj,なる
湯煎,が,が,ADP,case,鍋
湯煎,熱く,熱い,ADJ,advcl,なる
湯煎,なる,なる,VERB,ROOT,なる
湯煎,材料,材料,NOUN,nsubj,混ざら
湯煎,が,が,ADP,case,材料
湯煎,混ざら,混ざる,ADJ,advcl,ない
湯煎,ない,ない,ADJ,ROOT,ない
湯煎,タイマー,タイマー,NOUN,obj,忘れる
湯煎,を,を,ADP,case,タイマー
湯煎,忘れる,忘れる,VERB,ROOT,忘れる
湯煎,材料,材料,NOUN,nsubj,多
湯煎,が,が,ADP,case,材料
湯煎,多,多い,ADJ,ROOT,多
湯煎,すぎる,すぎる,VERB,advcl,多
湯煎,ボウル,ボウル,NOUN,nsubj,動く
湯煎,が,が,ADP,case,ボウル
湯煎,動く,動く,VERB,ROOT,動く
湯煎,湯煎,湯煎,NOUN,obj,する
湯煎,を,を,ADP,case,湯煎
湯煎,一緒,一緒,NOUN,obl,する
湯煎,に,に,ADP,case,一緒
湯煎,する,する,VERB,ROOT,する
湯煎,湯煎,湯煎,NOUN,nmod,方法
湯煎,の,の,ADP,case,湯煎
湯煎,方法,方法,NOUN,obj,教える
湯煎,を,を,ADP,case,方法
湯煎,教える,教える,VERB,ROOT,教える
湯煎,湯煎,湯煎,NOUN,nmod,結果
湯煎,の,の,ADP,case,湯煎
湯煎,結果,結果,NOUN,obj,共有
湯煎,を,を,ADP,case,結果
湯煎,共有,共有,VERB,ROOT,共有
湯煎,する,する,AUX,aux,共有
湯煎,湯煎,湯煎,NOUN,nmod,コツ
湯煎,の,の,ADP,case,湯煎
湯煎,コツ,コツ,NOUN,obj,話す
湯煎,を,を,ADP,case,コツ
湯煎,話す,話す,VERB,ROOT,話す
湯煎,湯煎,湯煎,NOUN,nmod,レシピ
湯煎,の,の,ADP,case,湯煎
湯煎,レシピ,レシピ,NOUN,obj,交換
湯煎,を,を,ADP,case,レシピ
湯煎,交換,交換,VERB,ROOT,交換
湯煎,する,する,AUX,aux,交換
湯煎,湯煎,湯煎,NOUN,nmod,手伝い
湯煎,の,の,ADP,case,湯煎
湯煎,手伝い,手伝い,NOUN,obj,する
湯煎,を,を,ADP,case,手伝い
湯煎,する,する,VERB,ROOT,する
湯煎,湯煎,湯煎,NOUN,nmod,感想
湯煎,の,の,ADP,case,湯煎
湯煎,感想,感想,NOUN,obj,話す
湯煎,を,を,ADP,case,感想
湯煎,話す,話す,VERB,ROOT,話す
湯煎,湯煎,湯煎,NOUN,nmod,失敗談
湯煎,の,の,ADP,case,湯煎
湯煎,失敗談,失敗談,NOUN,obj,共有
湯煎,を,を,ADP,case,失敗談
湯煎,共有,共有,VERB,ROOT,共有
湯煎,する,する,AUX,aux,共有
湯煎,湯煎,湯煎,NOUN,nmod,例
湯煎,の,の,ADP,case,湯煎
湯煎,成功,成功,NOUN,compound,例
湯煎,例,例,NOUN,obj,見せる
湯煎,を,を,ADP,case,例
湯煎,見せる,見せる,VERB,ROOT,見せる
湯煎,湯煎,湯煎,NOUN,nmod,材料
湯煎,の,の,ADP,case,湯煎
湯煎,材料,材料,NOUN,obj,貸す
湯煎,を,を,ADP,case,材料
湯煎,貸す,貸す,VERB,ROOT,貸す
湯煎,湯煎,湯煎,NOUN,nmod,材料
湯煎,の,の,ADP,case,湯煎
湯煎,材料,材料,NOUN,obj,借りる
湯煎,を,を,ADP,case,材料
湯煎,借りる,借りる,VERB,ROOT,借りる
湯煎,湯煎,湯煎,NOUN,nmod,器具
湯煎,の,の,ADP,case,湯煎
湯煎,器具,器具,NOUN,obj,共有
湯煎,を,を,ADP,case,器具
湯煎,共有,共有,VERB,ROOT,共有
湯煎,する,する,AUX,aux,共有
湯煎,湯煎,湯煎,NOUN,nmod,やり方
湯煎,の,の,ADP,case,湯煎
湯煎,やり方,やり方,NOUN,obj,見せる
湯煎,を,を,ADP,case,やり方
湯煎,見せる,見せる,VERB,ROOT,見せる
湯煎,湯煎,湯煎,NOUN,nmod,やり方
湯煎,の,の,ADP,case,湯煎
湯煎,やり方,やり方,NOUN,obj,学ぶ
湯煎,を,を,ADP,case,やり方
湯煎,一緒,一緒,NOUN,obl,学ぶ
湯煎,に,に,ADP,case,一緒
湯煎,学ぶ,学ぶ,VERB,ROOT,学ぶ
湯煎,湯煎,湯煎,NOUN,nmod,材料
湯煎,の,の,ADP,case,湯煎
湯煎,材料,材料,NOUN,obj,交換
湯煎,を,を,ADP,case,材料
湯煎,交換,交換,VERB,ROOT,交換
湯煎,する,する,AUX,aux,交換
湯煎,湯煎,湯煎,NOUN,nmod,器具
湯煎,の,の,ADP,case,湯煎
湯煎,器具,器具,NOUN,obj,交換
湯煎,を,を,ADP,case,器具
湯煎,交換,交換,VERB,ROOT,交換
湯煎,する,する,AUX,aux,交換
湯煎,湯煎,湯煎,NOUN,nmod,結果
湯煎,の,の,ADP,case,湯煎
湯煎,結果,結果,NOUN,obj,見せる
湯煎,を,を,ADP,case,結果
湯煎,見せる,見せる,VERB,ROOT,見せる
湯煎,湯煎,湯煎,NOUN,nmod,手順
湯煎,の,の,ADP,case,湯煎
湯煎,手順,手順,NOUN,obj,確認
湯煎,を,を,ADP,case,手順
湯煎,一緒,一緒,NOUN,obl,確認
湯煎,に,に,ADP,case,一緒
湯煎,確認,確認,VERB,ROOT,確認
湯煎,する,する,AUX,aux,確認
湯煎,湯煎,湯煎,NOUN,nmod,結果
湯煎,の,の,ADP,case,湯煎
湯煎,結果,結果,NOUN,obj,撮る
湯煎,を,を,ADP,case,結果
湯煎,写真,写真,NOUN,obl,撮る
湯煎,に,に,ADP,case,写真
湯煎,撮る,撮る,VERB,ROOT,撮る
湯煎,湯煎,湯煎,NOUN,nmod,結果
湯煎,の,の,ADP,case,湯煎
湯煎,結果,結果,NOUN,obj,アップ
湯煎,を,を,ADP,case,結果
湯煎,SNS,SNS,NOUN,obl,アップ
湯煎,に,に,ADP,case,SNS
湯煎,アップ,アップ,VERB,ROOT,アップ
湯煎,する,する,AUX,aux,アップ
電子レンジ,電子レンジ,電子レンジ,NOUN,nmod,ドア
電子レンジ,の,の,ADP,case,電子レンジ
電子レンジ,ドア,ドア,NOUN,obj,開ける
電子レンジ,を,を,ADP,case,ドア
電子レンジ,開ける,開ける,VERB,ROOT,開ける
電子レンジ,食品,食品,NOUN,obj,入れる
電子レンジ,を,を,ADP,case,食品
電子レンジ,中,中,NOUN,obl,入れる
電子レンジ,に,に,ADP,case,中
電子レンジ,入れる,入れる,VERB,ROOT,入れる
電子レンジ,ドア,ドア,NOUN,obj,閉める
電子レンジ,を,を,ADP,case,ドア
電子レンジ,閉める,閉める,VERB,ROOT,閉める
電子レンジ,時間,時間,NOUN,obj,設定
電子レンジ,を,を,ADP,case,時間
電子レンジ,設定,設定,VERB,ROOT,設定
電子レンジ,する,する,AUX,aux,設定
電子レンジ,スタート,スタート,NOUN,compound,ボタン
電子レンジ,ボタン,ボタン,NOUN,obj,押す
電子レンジ,を,を,ADP,case,ボタン
電子レンジ,押す,押す,VERB,ROOT,押す
電子レンジ,加熱,加熱,NOUN,obj,待つ
電子レンジ,を,を,ADP,case,加熱
電子レンジ,待つ,待つ,VERB,ROOT,待つ
電子レンジ,食品,食品,NOUN,obj,取り出す
電子レンジ,を,を,ADP,case,食品
電子レンジ,取り出す,取り出す,VERB,ROOT,取り出す
電子レンジ,電子レンジ,電子レンジ,NOUN,nmod,ドア
電子レンジ,の,の,ADP,case,電子レンジ
電子レンジ,ドア,ドア,NOUN,obj,開ける
電子レンジ,を,を,ADP,case,ドア
電子レンジ,開ける,開ける,VERB,ROOT,開ける
電子レンジ,加熱,加熱,NOUN,compound,状態
電子レンジ,状態,状態,NOUN,obj,確認
電子レンジ,を,を,ADP,case,状態
電子レンジ,確認,確認,VERB,ROOT,確認
電子レンジ,する,する,AUX,aux,確認
電子レンジ,電子レンジ,電子レンジ,NOUN,nmod,ドア
電子レンジ,の,の,ADP,case,電子レンジ
電子レンジ,ドア,ドア,NOUN,obj,閉める
電子レンジ,を,を,ADP,case,ドア
電子レンジ,閉める,閉める,VERB,ROOT,閉める
電子レンジ,食品,食品,NOUN,obj,移す
電子レンジ,を,を,ADP,case,食品
電子レンジ,皿,皿,NOUN,obl,移す
電子レンジ,に,に,ADP,case,皿
電子レンジ,移す,移す,VERB,ROOT,移す
電子レンジ,電子レンジ,電子レンジ,NOUN,nmod,内側
電子レンジ,の,の,ADP,case,電子レンジ
電子レンジ,内側,内側,NOUN,obj,拭く
電子レンジ,を,を,ADP,case,内側
電子レンジ,拭く,拭く,VERB,ROOT,拭く
電子レンジ,再,再,NOUN,compound,加熱
電子レンジ,加熱,加熱,VERB,ROOT,加熱
電子レンジ,する,する,AUX,aux,加熱
電子レンジ,温度,温度,NOUN,obj,確認
電子レンジ,を,を,ADP,case,温度
電子レンジ,確認,確認,VERB,ROOT,確認
電子レンジ,する,する,AUX,aux,確認
電子レンジ,加熱,加熱,NOUN,compound,時間
電子レンジ,時間,時間,NOUN,obj,変更
電子レンジ,を,を,ADP,case,時間
電子レンジ,変更,変更,VERB,ROOT,変更
電子レンジ,する,する,AUX,aux,変更
電子レンジ,加熱,加熱,NOUN,compound,モード
電子レンジ,モード,モード,NOUN,obj,選択
電子レンジ,を,を,ADP,case,モード
電子レンジ,選択,選択,VERB,ROOT,選択
電子レンジ,する,する,AUX,aux,選択
電子レンジ,加熱,加熱,NOUN,compound,終了
電子レンジ,終了,終了,NOUN,obj,確認
電子レンジ,を,を,ADP,case,終了
電子レンジ,確認,確認,VERB,ROOT,確認
電子レンジ,する,する,AUX,aux,確認
電子レンジ,電子レンジ,電子レンジ,NOUN,nmod,外側
電子レンジ,の,の,ADP,case,電子レンジ
電子レンジ,外側,外側,NOUN,obj,拭く
電子レンジ,を,を,ADP,case,外側
電子レンジ,拭く,拭く,VERB,ROOT,拭く
電子レンジ,食品,食品,NOUN,obj,盛り付ける
電子レンジ,を,を,ADP,case,食品
電子レンジ,盛り付ける,盛り付ける,VERB,ROOT,盛り付ける
電子レンジ,電子レンジ,電子レンジ,NOUN,obj,掃除
電子レンジ,を,を,ADP,case,電子レンジ
電子レンジ,掃除,掃除,VERB,ROOT,掃除
電子レンジ,する,する,AUX,aux,掃除
電子レンジ,電子レンジ,電子レンジ,NOUN,compound,用
電子レンジ,用,用,NOUN,nmod,容器
電子レンジ,の,の,ADP,case,用
電子レンジ,容器,容器,NOUN,obj,使う
電子レンジ,を,を,ADP,case,容器
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,ラップ,ラップ,NOUN,obj,使う
電子レンジ,を,を,ADP,case,ラップ
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,温度計,温度計,NOUN,obl,測る
電子レンジ,で,で,ADP,case,温度計
電子レンジ,温度,温度,NOUN,obj,測る
電子レンジ,を,を,ADP,case,温度
電子レンジ,測る,測る,VERB,ROOT,測る
電子レンジ,タイマー,タイマー,NOUN,obj,セット
電子レンジ,を,を,ADP,case,タイマー
電子レンジ,セット,セット,VERB,ROOT,セット
電子レンジ,する,する,AUX,aux,セット
電子レンジ,電子レンジ,電子レンジ,NOUN,compound,用
電子レンジ,用,用,NOUN,nmod,蓋
電子レンジ,の,の,ADP,case,用
電子レンジ,蓋,蓋,NOUN,obj,使う
電子レンジ,を,を,ADP,case,蓋
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,スプーン,スプーン,NOUN,obl,かき混ぜる
電子レンジ,で,で,ADP,case,スプーン
電子レンジ,かき混ぜる,かき混ぜる,VERB,ROOT,かき混ぜる
電子レンジ,電子レンジ,電子レンジ,NOUN,nmod,マニュアル
電子レンジ,の,の,ADP,case,電子レンジ
電子レンジ,マニュアル,マニュアル,NOUN,obj,読む
電子レンジ,を,を,ADP,case,マニュアル
電子レンジ,読む,読む,VERB,ROOT,読む
電子レンジ,電子レンジ,電子レンジ,NOUN,compound,用
電子レンジ,用,用,NOUN,nmod,プレート
電子レンジ,の,の,ADP,case,用
電子レンジ,プレート,プレート,NOUN,obj,使う
電子レンジ,を,を,ADP,case,プレート
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,電子レンジ,電子レンジ,NOUN,compound,用
電子レンジ,用,用,NOUN,nmod,ボウル
電子レンジ,の,の,ADP,case,用
電子レンジ,ボウル,ボウル,NOUN,obj,使う
電子レンジ,を,を,ADP,case,ボウル
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,電子レンジ,電子レンジ,NOUN,compound,用
電子レンジ,用,用,NOUN,nmod,カップ
電子レンジ,の,の,ADP,case,用
電子レンジ,カップ,カップ,NOUN,obj,使う
電子レンジ,を,を,ADP,case,カップ
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,鍋つかみ,鍋つかみ,NOUN,obj,使う
電子レンジ,を,を,ADP,case,鍋つかみ
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,温め
電子レンジ,で,で,ADP,case,電子レンジ
電子レンジ,温め,温める,VERB,acl,飲み物
電子レンジ,た,た,AUX,aux,温め
電子レンジ,飲み物,飲み物,NOUN,obj,飲む
電子レンジ,を,を,ADP,case,飲み物
電子レンジ,飲む,飲む,VERB,ROOT,飲む
電子レンジ,温め,温める,VERB,acl,食品
電子レンジ,た,た,AUX,aux,温め
電子レンジ,食品,食品,NOUN,obj,戻す
電子レンジ,を,を,ADP,case,食品
電子レンジ,冷蔵庫,冷蔵庫,NOUN,obl,戻す
電子レンジ,に,に,ADP,case,冷蔵庫
電子レンジ,戻す,戻す,VERB,ROOT,戻す
電子レンジ,オーブン,オーブン,NOUN,obl,加熱
電子レンジ,で,で,ADP,case,オーブン
電子レンジ,加熱,加熱,VERB,ROOT,加熱
電子レンジ,する,する,AUX,aux,加熱
電子レンジ,電子レンジ,電子レンジ,NOUN,compound,用
電子レンジ,用,用,NOUN,nmod,トレイ
電子レンジ,の,の,ADP,case,用
電子レンジ,トレイ,トレイ,NOUN,obj,使う
電子レンジ,を,を,ADP,case,トレイ
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,キッチン,キッチン,NOUN,compound,タイマー
電子レンジ,タイマー,タイマー,NOUN,obj,使う
電子レンジ,を,を,ADP,case,タイマー
電子レンジ,使う,使う,VERB,ROOT,使う
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,蒸す
電子レンジ,で,で,ADP,case,電子レンジ
電子レンジ,蒸す,蒸す,VERB,ROOT,蒸す
電子レンジ,冷凍食品,冷凍食品,NOUN,obj,解凍
電子レンジ,を,を,ADP,case,冷凍食品
電子レンジ,解凍,解凍,VERB,ROOT,解凍
電子レンジ,する,する,AUX,aux,解凍
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,温める
電子レンジ,で,で,ADP,case,電子レンジ
電子レンジ,パン,パン,NOUN,obj,温める
電子レンジ,を,を,ADP,case,パン
電子レンジ,温める,温める,VERB,ROOT,温める
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,温める
電子レンジ,で,で,ADP,case,電子レンジ
電子レンジ,スープ,スープ,NOUN,obj,温める
電子レンジ,を,を,ADP,case,スープ
電子レンジ,温める,温める,VERB,ROOT,温める
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,温める
電子レンジ,で,で,ADP,case,電子レンジ
電子レンジ,おもちゃ,おもちゃ,NOUN,obj,温める
電子レンジ,を,を,ADP,case,おもちゃ
電子レンジ,温める,温める,VERB,ROOT,温める
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,溶かす
電子レンジ,で,で,ADP,case,電子レンジ
電子レンジ,クレヨン,クレヨン,NOUN,obj,溶かす
電子レンジ,を,を,ADP,case,クレヨン
電子レンジ,溶かす,溶かす,VERB,ROOT,溶かす
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,溶かす
電子レンジ,で,で,ADP,case,電子レンジ
電子レンジ,石鹸,石鹸,NOUN,obj,溶かす
電子レンジ,を,を,ADP,case,石鹸
電子レンジ,溶かす,溶かす,VERB,ROOT,溶かす
電子レンジ,電子レンジ,電子レンジ,NOUN,obl,溶かす
